dictionary,dimension,pole,term,normalized_term,ngram_length,weight,match_type,corpus_match_count,negated_match_count,document_frequency,document_frequency_pct,company_frequency,company_frequency_pct,sector_frequency,sectors_hit,top_cooccurring_dimensions,pmi_own_dimension,pmi_best_other_dimension,best_other_dimension,distinctiveness_pmi_margin,example_snippets
expert,b03,positive,peer-based decisions,peer based decisions,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,authority-based,authority based,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,boss knows best,boss knows best,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,bureaucratic hierarchy,bureaucratic hierarchy,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",1,0,1,0.0005,1,1.92,1,Financials,,7.562,,,,"g opportunity out of college and. long tedious work hours  bureaucratic hierarchy culture is prestigious high work load high stress enviro"
expert,b03,negative,chain of command,chain of command,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",40,8,48,0.0239,17,32.69,2,Asset Management/Other; Financials,b08:1,7.562,0.874,b08,6.689,"culture, benefits, progressive work environment. silo's and chain of command.  | nd pretty much got approvals through multiple levels in the chain of command, and the highest person decided that to let me work fully r |  best and the standard answer is ""no"" until you move up the chain of command; turn-over seems high in these positions.. "
expert,b03,negative,command and control,command and control,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",17,0,17,0.0085,12,23.08,2,Asset Management/Other; Financials,b07:1; b11:1; b05:1,7.562,5.751,b11,1.811,"ssive and successful agile implementation in favour of more command and control style pmo managed change/transformation function.  mindset  | very risk averse, command and control environment. they paid me on time. inconsistent work opport | heeler dealers.. work is tough, and they have somewhat of a command and control work dynamic. all decisions are made in ny. if you want to "
expert,b03,negative,corporate ladder,corporate ladder,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",153,5,158,0.0788,28,53.85,2,Asset Management/Other; Financials,b08:5; b09:2; b07:2,7.562,2.974,b07,4.588,"rks in the office work life balance. difficult to climb the corporate ladder some colleagues are toxic salary is okay.  | ing team - if you really put in the work, you can climb the corporate ladder very quickly - the target bonus is higher than most compani | navigating workplace culture -mentorship on how to move up corporate ladder within the financial services field -good office. -seemed "
expert,b03,negative,culture of authority-based,culture of authority based,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of bureaucratic hierarchy,culture of bureaucratic hierarchy,4,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of command and control,culture of command and control,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of layered management,culture of layered management,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of management layers,culture of management layers,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of senior leadership only,culture of senior leadership only,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of senior leading only,culture of senior leading only,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of seniority regulation,culture of seniority regulation,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of seniority rule,culture of seniority rule,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of seniority rules,culture of seniority rules,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,culture of top-down decisions,culture of top down decisions,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,deference to authority,deference to authority,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched authority-based,entrenched authority based,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched bureaucratic hierarchy,entrenched bureaucratic hierarchy,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched chain of command,entrenched chain of command,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched command and control,entrenched command and control,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched deference to authority,entrenched deference to authority,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched layered management,entrenched layered management,3,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched management layers,entrenched management layers,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched respect to authority,entrenched respect to authority,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched senior leadership only,entrenched senior leadership only,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched seniority regulation,entrenched seniority regulation,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched seniority rule,entrenched seniority rule,3,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,entrenched seniority rules,entrenched seniority rules,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,escalation required,escalation required,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,gatekeeping decisions,gatekeeping decisions,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,hierarchical culture,hierarchical culture,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",21,1,22,0.011,10,19.23,2,Asset Management/Other; Financials,b08:1,7.562,1.999,b08,5.563," step away from your desk. treatment from other assistants, hierarchical culture, exclusive culture for only analysts and above..  | very corporate . good wage, nice team of people.. hierarchical culture. odd hiring decisions. lack of communication..  | agement in ny. while senior management in ny is decent, the hierarchical culture means that a lot of managers spend time trying to figure ou"
expert,b03,negative,layered management,layered management,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",2,1,3,0.0015,2,3.85,2,Asset Management/Other; Financials,,7.562,,,," work life balance decent pay. not much technical challenge layered management slow.  | analyst. worldwide company with global opportunities. multi layered management, distance from the decision makers.  | ronment to grow and learn. slow in administrative stuff and layered management.. "
expert,b03,negative,management layer,management layer,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",20,2,22,0.011,12,23.08,2,Asset Management/Other; Financials,b08:1; b07:1,7.562,4.819,b07,2.744,"e job was interesting they leveraged your knowledge. middle management layer was pointless, they never got involved in the day to day, b | rther recently people are being laid off majorly the middle management layer. this create a bit uncertainty regarding job security.  gro | good work-life balance people oriented. pay scale mentoring management layer. "
expert,b03,negative,management layers,management layers,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",46,0,45,0.0224,16,30.77,2,Asset Management/Other; Financials,b08:2; b05:1; b09:1,7.562,2.65,b05,4.912,"tle impact.  - lots of busy work to please all the useless management layers. as a result people are not very collaborative (everyone is | ork life balance. a lot of bureaucracy especially at senior management layers.  | y principles are sound but not espoused or practiced by all management layers.. "
expert,b03,negative,pecking order,pecking order,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",5,0,5,0.0025,4,7.69,1,Financials,b05:1,7.562,5.82,b05,1.742,"ions, lots of scope to progress. promotions seem to have a 'pecking order' and become political rather than when they are actually de |  just a number” organisation and it is at the bottom of the pecking order when it comes to bonuses/promotions.  a swiss bank run like | embers. tough on progression especially due to ""windows and pecking order via queues"". "
expert,b03,negative,pervasive bureaucratic hierarchy,pervasive bureaucratic hierarchy,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,pervasive seniority rule,pervasive seniority rule,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,pervasive seniority rules,pervasive seniority rules,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,position dictates influence,position dictates influence,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,respect to authority,respect to authority,3,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,rigid hierarchy,rigid hierarchy,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",22,1,23,0.0115,8,15.38,2,Asset Management/Other; Financials,b09:1,7.562,1.821,b09,5.741,"ance, challenging, great people, well positioned in market. rigid hierarchy, don't give out much for raises,.  | thic from the get go to get on the right development track. rigid hierarchy. typically, you only communicate with those directly above  |  you can learn a lot depending on your group. company has a rigid hierarchy. "
expert,b03,negative,senior leadership only,senior leadership only,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",2,0,2,0.001,2,3.85,1,Financials,,7.562,,,,"uldn't expect much of a bonus or raise each year. robin and senior leadership only care about taking care of their buddies. if you are not in  | associate. good name on your resume. long hours, senior leadership only cares about their career advancement. "
expert,b03,negative,senior leading only,senior leading only,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,seniority regulation,seniority regulation,2,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,seniority rule,seniority rule,2,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b03,negative,seniority rules,seniority rules,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",1,0,1,0.0005,1,1.92,1,Asset Management/Other,,7.562,,,,f better be submitted 2-3 quarters in advance and even then seniority rules when ops hands out those days.  - advice capabilities (tast
expert,b03,negative,titles matter,titles matter,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",1,0,1,0.0005,1,1.92,1,Financials,,7.562,,,, leadership has little to some influence with franchisees.  titles matter way more than it should.. 
expert,b03,negative,top-down decisions,top down decisions,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",2,0,2,0.001,2,3.85,1,Asset Management/Other,,7.562,,,,"t people. really well intentioned. lots of debate, but then top down decisions. and often poorly thought out..  | ompanies in the financial sector, fidelity is quick to make top-down decisions that affect its employees greatly.  including layoffs and p"
expert,b03,negative,waiting for approval,waiting for approval,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",1,0,1,0.0005,1,1.92,1,Asset Management/Other,,7.562,,,,"a midtier developer.. very slow development cycle, a lot of waiting for approval which slows rate of delivery.. "
expert,b04,positive,adaptive approach,adaptive approach,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,authorise decision-making,authorise decision making,3,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,authorise to decide,authorise to decide,3,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,authorize decision-making,authorize decision making,3,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,authorize to decide,authorize to decide,3,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,autonomy to decide,autonomy to decide,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,autonomy to determine,autonomy to determine,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to context-based decision,commitment to context based decision,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to context-based decisions,commitment to context based decisions,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to context-based determination,commitment to context based determination,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretion encouraged,commitment to discretion encouraged,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretion further,commitment to discretion further,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretion promote,commitment to discretion promote,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretional authority,commitment to discretional authority,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretionary authorisation,commitment to discretionary authorisation,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretionary authority,commitment to discretionary authority,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to discretionary potency,commitment to discretionary potency,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to empowered decision-making,commitment to empowered decision making,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to flexible decision-making,commitment to flexible decision making,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to judgement over procedure,commitment to judgement over procedure,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to judgement over process,commitment to judgement over process,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to judgment over procedure,commitment to judgment over procedure,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to opinion over procedure,commitment to opinion over procedure,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to professional judgement,commitment to professional judgement,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to professional judgment,commitment to professional judgment,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to results-oriented flexibility,commitment to results oriented flexibility,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to results-oriented flexibleness,commitment to results oriented flexibleness,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to use your judgement,commitment to use your judgement,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,commitment to use your judgment,commitment to use your judgment,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,common sense allowed,common sense allowed,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,context-based conclusion,context based conclusion,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,context-based decision,context based decision,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,context-based decisions,context based decisions,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,context-based determination,context based determination,3,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of authorise decision-making,culture of authorise decision making,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of authorize decision-making,culture of authorize decision making,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of authorize to decide,culture of authorize to decide,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of context-based decision,culture of context based decision,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretion encouraged,culture of discretion encouraged,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretion further,culture of discretion further,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretion promote,culture of discretion promote,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretional authority,culture of discretional authority,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretionary authorisation,culture of discretionary authorisation,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretionary authority,culture of discretionary authority,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretionary authorization,culture of discretionary authorization,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of discretionary potency,culture of discretionary potency,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of empowered decision-making,culture of empowered decision making,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of empowered to decide,culture of empowered to decide,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of empowered to determine,culture of empowered to determine,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of flexible decision-making,culture of flexible decision making,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,culture of results-oriented flexibleness,culture of results oriented flexibleness,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretion encouraged,discretion encouraged,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretion further,discretion further,2,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretion promote,discretion promote,2,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretional authority,discretional authority,2,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretionary authorisation,discretionary authorisation,2,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretionary authority,discretionary authority,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretionary authorization,discretionary authorization,2,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,discretionary potency,discretionary potency,2,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,empowered decision-making,empowered decision making,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,empowered to decide,empowered to decide,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,empowered to determine,empowered to determine,3,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,flexible decision-making,flexible decision making,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on authorise decision-making,focus on authorise decision making,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on authorise to decide,focus on authorise to decide,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on authorize decision-making,focus on authorize decision making,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on authorize to decide,focus on authorize to decide,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on autonomy to decide,focus on autonomy to decide,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on autonomy to determine,focus on autonomy to determine,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on context-based decision,focus on context based decision,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on context-based decisions,focus on context based decisions,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on context-based determination,focus on context based determination,5,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretion encouraged,focus on discretion encouraged,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretion further,focus on discretion further,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretion promote,focus on discretion promote,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretional authority,focus on discretional authority,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretionary authorisation,focus on discretionary authorisation,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretionary authority,focus on discretionary authority,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretionary authorization,focus on discretionary authorization,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on discretionary potency,focus on discretionary potency,4,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on empowered decision-making,focus on empowered decision making,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on empowered to decide,focus on empowered to decide,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on empowered to determine,focus on empowered to determine,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on flexible decision-making,focus on flexible decision making,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on judgement over procedure,focus on judgement over procedure,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on judgment over procedure,focus on judgment over procedure,5,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on professional judgement,focus on professional judgement,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on professional judgment,focus on professional judgment,4,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on results-oriented flexibility,focus on results oriented flexibility,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on results-oriented flexibleness,focus on results oriented flexibleness,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on trust-based,focus on trust based,4,0.25,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on use your judgement,focus on use your judgement,5,0.75,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
expert,b04,positive,focus on use your judgment,focus on use your judgment,5,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
